issue_id,source,locale,style,query,rank,test_url,stored_link_type,new_link_type,catalog_match_stored,catalog_match_new,old_target_found,new_target_found,old_target_different_loc_found,new_target_different_loc_found
conditions-payment-01,llm.chatgpt,en,naive,how do i configure special conditions for payment methods in vtex,1,https://help.vtex.com/pt/docs/tutorials/special-conditions?utm_source=chatgpt.com,unrelated,target_doc_different_loc,none,https://help.vtex.com/docs/tutorials/special-conditions; https://help.vtex.com/en/docs/tutorials/special-conditions,True,True,False,True
conditions-payment-01,llm.chatgpt,en,familiar,steps to set special conditions for vtex payment methods,1,https://help.vtex.com/pt/docs/tutorials/special-conditions?utm_source=chatgpt.com,unrelated,target_doc_different_loc,none,https://help.vtex.com/docs/tutorials/special-conditions; https://help.vtex.com/en/docs/tutorials/special-conditions,True,True,False,True
conditions-payment-01,llm.chatgpt,en,expert,how to configure special conditions for payment methods in vtex,2,https://help.vtex.com/pt/docs/tutorials/special-conditions?utm_source=chatgpt.com,unrelated,target_doc_different_loc,none,https://help.vtex.com/docs/tutorials/special-conditions; https://help.vtex.com/en/docs/tutorials/special-conditions,True,True,False,True
conditions-payment-01,llm.chatgpt,es,expert,cómo configurar condiciones especiales para métodos de pago en vtex,2,https://help.vtex.com/en/docs/tutorials/condiciones-especiales?utm_source=chatgpt.com,unrelated,target_doc_different_loc,none,https://help.vtex.com/es/tutorial/condiciones-especiales; https://help.vtex.com/es/docs/tutorials/condiciones-especiales,False,False,False,True
content-delivery-optimization-01,internal-search.hybrid-search,en,naive,content delivery optimization,1,https://developers.vtex.com/cloud-infrastructure,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/cloud-infrastructure),none,True,False,False,False
content-delivery-optimization-01,internal-search.hybrid-search,en,familiar,CDN caching content delivery,3,https://developers.vtex.com/cloud-infrastructure,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/cloud-infrastructure),none,True,False,False,False
content-delivery-optimization-01,internal-search.hybrid-search,en,familiar,CDN caching content delivery,3,https://developers.vtex.com/cloud-infrastructure,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/cloud-infrastructure),none,True,False,False,False
content-delivery-optimization-01,internal-search.hybrid-search,en,familiar,CDN caching content delivery,3,https://developers.vtex.com/cloud-infrastructure,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/cloud-infrastructure),none,True,False,False,False
content-delivery-optimization-01,internal-search.hybrid-search,en,expert,cloud infrastructure content delivery optimization,6,https://developers.vtex.com/cloud-infrastructure,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/cloud-infrastructure),none,True,False,False,False
content-delivery-optimization-01,internal-search.hybrid-search,en,expert,cloud infrastructure content delivery optimization,6,https://developers.vtex.com/cloud-infrastructure,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/cloud-infrastructure),none,True,False,False,False
content-delivery-optimization-01,internal-search.hybrid-search,en,expert,cloud infrastructure content delivery optimization,6,https://developers.vtex.com/cloud-infrastructure,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/cloud-infrastructure),none,True,False,False,False
content-delivery-optimization-01,internal-search.hybrid-search,en,expert,cloud infrastructure content delivery optimization,6,https://developers.vtex.com/cloud-infrastructure,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/cloud-infrastructure),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,naive,customer credit api,3,https://developers.vtex.com/customer-credit-integration-guide,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/customer-credit-integration-guide),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,naive,customer credit api,3,https://developers.vtex.com/customer-credit-integration-guide,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/customer-credit-integration-guide),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,naive,customer credit api,9,https://developers.vtex.com/managing-a-customer-credit-account,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/managing-a-customer-credit-account),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,naive,customer credit api,8,https://developers.vtex.com/managing-a-customer-credit-invoice,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/customer-credit-integration-guide),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,naive,customer credit api,9,https://developers.vtex.com/managing-a-customer-credit-account,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/managing-a-customer-credit-account),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,familiar,manage customer credit account,10,https://developers.vtex.com/managing-a-customer-credit-account,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/managing-a-customer-credit-account),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,familiar,manage customer credit account,5,https://developers.vtex.com/customer-credit-integration-guide,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/customer-credit-integration-guide),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,familiar,manage customer credit account,5,https://developers.vtex.com/customer-credit-integration-guide,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/customer-credit-integration-guide),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,familiar,manage customer credit account,10,https://developers.vtex.com/managing-a-customer-credit-account,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/managing-a-customer-credit-account),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,familiar,manage customer credit account,10,https://developers.vtex.com/managing-a-customer-credit-account,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/managing-a-customer-credit-account),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,familiar,manage customer credit account,10,https://developers.vtex.com/managing-a-customer-credit-account,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/managing-a-customer-credit-account),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,expert,managing a customer credit account,10,https://developers.vtex.com/managing-a-customer-credit-account,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/managing-a-customer-credit-account),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,expert,managing a customer credit account,4,https://developers.vtex.com/customer-credit-integration-guide,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/customer-credit-integration-guide),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,expert,managing a customer credit account,4,https://developers.vtex.com/customer-credit-integration-guide,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/customer-credit-integration-guide),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,expert,managing a customer credit account,10,https://developers.vtex.com/managing-a-customer-credit-account,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/managing-a-customer-credit-account),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,expert,managing a customer credit account,10,https://developers.vtex.com/managing-a-customer-credit-account,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/managing-a-customer-credit-account),none,True,False,False,False
customer-credit-01,internal-search.hybrid-search,en,expert,managing a customer credit account,10,https://developers.vtex.com/managing-a-customer-credit-account,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/managing-a-customer-credit-account),none,True,False,False,False
payment-provider-01,internal-search.hybrid-search,en,naive,add payment provider vtex,3,https://developers.vtex.com/payments-integration-payment-provider-framework,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/payments-overview),none,True,False,False,False
payment-provider-01,internal-search.hybrid-search,en,naive,add payment provider vtex,5,https://developers.vtex.com/integrating-a-new-payment-provider-on-vtex,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/integrating-a-new-payment-provider-on-vtex),none,True,False,False,False
payment-provider-01,internal-search.hybrid-search,en,familiar,payment provider integration,1,https://developers.vtex.com/payments-overview,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/payments-overview),none,True,False,False,False
payment-provider-01,internal-search.hybrid-search,en,familiar,payment provider integration,9,https://developers.vtex.com/integrating-a-new-payment-provider-on-vtex,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/integrating-a-new-payment-provider-on-vtex),none,True,False,False,False
payment-provider-01,internal-search.hybrid-search,en,familiar,payment provider integration,5,https://developers.vtex.com/payments-integration-guide,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/payments-overview),none,True,False,False,False
payment-provider-01,internal-search.hybrid-search,en,familiar,payment provider integration,9,https://developers.vtex.com/integrating-a-new-payment-provider-on-vtex,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/integrating-a-new-payment-provider-on-vtex),none,True,False,False,False
payment-provider-01,internal-search.hybrid-search,en,familiar,payment provider integration,9,https://developers.vtex.com/integrating-a-new-payment-provider-on-vtex,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/integrating-a-new-payment-provider-on-vtex),none,True,False,False,False
payment-provider-01,internal-search.hybrid-search,en,familiar,payment provider integration,10,https://developers.vtex.com/vtex-composable-components,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/payments-overview),none,True,False,False,False
payment-provider-01,internal-search.hybrid-search,en,expert,integrating a new payment provider on vtex,3,https://developers.vtex.com/integrating-a-new-payment-provider-on-vtex,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/integrating-a-new-payment-provider-on-vtex),none,True,False,False,False
payment-provider-01,internal-search.hybrid-search,en,expert,integrating a new payment provider on vtex,2,https://developers.vtex.com/payments-integration-payment-provider-framework,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/payments-overview),none,True,False,False,False
payment-provider-01,internal-search.hybrid-search,en,expert,integrating a new payment provider on vtex,3,https://developers.vtex.com/integrating-a-new-payment-provider-on-vtex,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/integrating-a-new-payment-provider-on-vtex),none,True,False,False,False
payment-provider-01,internal-search.hybrid-search,en,expert,integrating a new payment provider on vtex,5,https://developers.vtex.com/payments-integration-guide,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/payments-overview),none,True,False,False,False
payment-provider-01,internal-search.hybrid-search,en,expert,integrating a new payment provider on vtex,7,https://developers.vtex.com/payments-overview,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/payments-overview),none,True,False,False,False
payment-provider-01,internal-search.hybrid-search,en,expert,integrating a new payment provider on vtex,9,https://developers.vtex.com/vtex-composable-components,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/payments-overview),none,True,False,False,False
payment-provider-02,internal-search.hybrid-search,en,familiar,payment provider implementation,4,https://developers.vtex.com/payments-integration-implementing-a-payment-provider,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/payments-integration-implementing-a-payment-provider),none,True,False,False,False
payment-provider-02,internal-search.hybrid-search,en,familiar,payment provider implementation,4,https://developers.vtex.com/payments-integration-implementing-a-payment-provider,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/payments-integration-implementing-a-payment-provider),none,True,False,False,False
payment-provider-02,internal-search.hybrid-search,en,expert,implementing a payment provider,1,https://developers.vtex.com/payments-integration-implementing-a-payment-provider,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/payments-integration-implementing-a-payment-provider),none,True,False,False,False
payment-provider-02,internal-search.hybrid-search,en,expert,implementing a payment provider,10,https://developers.vtex.com/payments-integration-guide,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/payments-integration-guide),none,True,False,False,False
product-indexing-01,llm.chatgpt,pt,naive,Por que as atualizações dos meus produtos não aparecem quando os clientes pesquisam na minha loja VTEX?,1,https://help.vtex.com/es/troubleshooting/nao-consigo-indexar-um-produto-do-catalogo?utm_source=chatgpt.com,unrelated,target_doc_different_loc,none,https://help.vtex.com/pt/troubleshooting/nao-consigo-indexar-um-produto-do-catalogo,False,False,False,True
product-indexing-01,llm.chatgpt,pt,naive,Por que as atualizações dos meus produtos não aparecem quando os clientes pesquisam na minha loja VTEX?,4,https://help.vtex.com/en/faq/por-que-o-produto-nao-aparece-no-site?utm_source=chatgpt.com,unrelated,other_helpful_doc_different_loc,none,https://help.vtex.com/pt/faq/por-que-o-produto-nao-aparece-no-site,False,False,False,True
product-not-visible-01,llm.chatgpt,pt,familiar,Por que o meu produto VTEX não está aparecendo no site?,1,https://help.vtex.com/en/faq/por-que-o-produto-nao-aparece-no-site?utm_source=chatgpt.com,unrelated,target_doc_different_loc,none,https://help.vtex.com/pt/faq/por-que-o-produto-nao-aparece-no-site,True,True,False,True
product-not-visible-01,llm.chatgpt,pt,expert,Por que o produto não está visível no site no VTEX?,1,https://help.vtex.com/en/faq/por-que-o-produto-nao-aparece-no-site?utm_source=chatgpt.com,unrelated,target_doc_different_loc,none,https://help.vtex.com/pt/faq/por-que-o-produto-nao-aparece-no-site,False,False,False,True
pwa-implementation-01,llm.gemini,en,naive,I want my customers to be able to install my VTEX store website on their phones like an app. How do I do that?,8,https://help.vtex.com/es/docs/tutorials/configuring-pwa-in-your-store-framework-store,unrelated,target_doc_different_loc,none,https://help.vtex.com/docs/tutorials/configuring-pwa-in-your-store-framework-store; https://help.vtex.com/en/docs/tutorials/configuring-pwa-in-your-store-framework-store,False,False,False,True
sap-catalog-01,internal-search.hybrid-search,en,naive,product catalog business software online store,2,https://developers.vtex.com/catalog-overview,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/catalog-overview),none,True,False,False,False
sap-catalog-01,internal-search.hybrid-search,en,expert,integrate catalog SAP ERP VTEX backend,3,https://developers.vtex.com/erp-integration-import-products,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/catalog-overview),none,True,False,False,False
sap-catalog-01,internal-search.hybrid-search,en,expert,integrate catalog SAP ERP VTEX backend,4,https://developers.vtex.com/erp-integration-guide,other_helpful_doc,unrelated,unresolved (stored as `other_helpful_doc`; strict baseline: https://developers.vtex.com/docs/guides/erp-integration-guide),none,True,False,False,False
sap-catalog-01,internal-search.hybrid-search,en,expert,integrate catalog SAP ERP VTEX backend,6,https://developers.vtex.com/catalog-overview,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/catalog-overview),none,True,False,False,False
support-work-01,external-search.google-search-playwright,pt,expert,planos de suporte VTEX sistema de tickets,4,https://help.vtex.com/es/docs/tracks/funcionamento-do-suporte-vtex,unrelated,target_doc_different_loc,none,https://help.vtex.com/pt/docs/tracks/funcionamento-do-suporte-vtex,True,True,False,True
webstore-oauth2-01,internal-search.hybrid-search,en,naive,custom login external identity,2,https://developers.vtex.com/login-integration-guide-webstore-oauth2,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/login-integration-guide-webstore-oauth2),none,True,False,False,False
webstore-oauth2-01,internal-search.hybrid-search,en,familiar,OAuth webstore identity provider configure,10,https://developers.vtex.com/login-integration-guide-webstore-oauth2,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/login-integration-guide-webstore-oauth2),none,True,False,False,False
webstore-oauth2-01,internal-search.hybrid-search,en,familiar,OAuth webstore identity provider configure,10,https://developers.vtex.com/login-integration-guide-webstore-oauth2,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/login-integration-guide-webstore-oauth2),none,True,False,False,False
webstore-oauth2-01,internal-search.hybrid-search,en,familiar,OAuth webstore identity provider configure,10,https://developers.vtex.com/login-integration-guide-webstore-oauth2,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/login-integration-guide-webstore-oauth2),none,True,False,False,False
webstore-oauth2-01,internal-search.hybrid-search,en,familiar,OAuth webstore identity provider configure,10,https://developers.vtex.com/login-integration-guide-webstore-oauth2,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/login-integration-guide-webstore-oauth2),none,True,False,False,False
webstore-oauth2-01,internal-search.hybrid-search,en,familiar,OAuth webstore identity provider configure,10,https://developers.vtex.com/login-integration-guide-webstore-oauth2,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/login-integration-guide-webstore-oauth2),none,True,False,False,False
webstore-oauth2-01,internal-search.hybrid-search,en,familiar,OAuth webstore identity provider configure,10,https://developers.vtex.com/login-integration-guide-webstore-oauth2,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/login-integration-guide-webstore-oauth2),none,True,False,False,False
webstore-oauth2-01,internal-search.hybrid-search,en,familiar,OAuth webstore identity provider configure,10,https://developers.vtex.com/login-integration-guide-webstore-oauth2,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/login-integration-guide-webstore-oauth2),none,True,False,False,False
webstore-oauth2-01,internal-search.hybrid-search,en,familiar,OAuth webstore identity provider configure,10,https://developers.vtex.com/login-integration-guide-webstore-oauth2,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/login-integration-guide-webstore-oauth2),none,True,False,False,False
webstore-oauth2-01,internal-search.hybrid-search,en,familiar,OAuth webstore identity provider configure,10,https://developers.vtex.com/login-integration-guide-webstore-oauth2,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/login-integration-guide-webstore-oauth2),none,True,False,False,False
webstore-oauth2-01,internal-search.hybrid-search,en,expert,login integration guide webstore OAuth2,2,https://developers.vtex.com/login-integration-guide-webstore-oauth2,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/login-integration-guide-webstore-oauth2),none,True,False,False,False
webstore-oauth2-01,internal-search.hybrid-search,en,expert,login integration guide webstore OAuth2,2,https://developers.vtex.com/login-integration-guide-webstore-oauth2,target_doc,unrelated,unresolved (stored as `target_doc`; strict baseline: https://developers.vtex.com/docs/guides/login-integration-guide-webstore-oauth2),none,True,False,False,False
